~id,~from,~to,~label
1-176-HAS_EMAIL-546408694,customer-1,email-176,HAS_EMAIL
2-154-HAS_EMAIL-1954802768,customer-2,email-154,HAS_EMAIL
3-192-HAS_EMAIL-600059030,customer-3,email-192,HAS_EMAIL
4-200-HAS_EMAIL-1837675174,customer-4,email-200,HAS_EMAIL
5-151-HAS_EMAIL-1596001412,customer-5,email-151,HAS_EMAIL
6-194-HAS_EMAIL-718153080,customer-6,email-194,HAS_EMAIL
7-173-HAS_EMAIL-774923657,customer-7,email-173,HAS_EMAIL
8-182-HAS_EMAIL-1942167811,customer-8,email-182,HAS_EMAIL
9-163-HAS_EMAIL-1598251963,customer-9,email-163,HAS_EMAIL
10-167-HAS_EMAIL-1551879640,customer-10,email-167,HAS_EMAIL
11-175-HAS_EMAIL-1082262718,customer-11,email-175,HAS_EMAIL
12-171-HAS_EMAIL-2020649743,customer-12,email-171,HAS_EMAIL
13-187-HAS_EMAIL-586785575,customer-13,email-187,HAS_EMAIL
14-174-HAS_EMAIL-1190252052,customer-14,email-174,HAS_EMAIL
15-174-HAS_EMAIL-83606798,customer-15,email-174,HAS_EMAIL
16-196-HAS_EMAIL-1194846551,customer-16,email-196,HAS_EMAIL
17-183-HAS_EMAIL-1453674147,customer-17,email-183,HAS_EMAIL
18-164-HAS_EMAIL-1175780696,customer-18,email-164,HAS_EMAIL
19-158-HAS_EMAIL-4378922,customer-19,email-158,HAS_EMAIL
20-158-HAS_EMAIL-1747814059,customer-20,email-158,HAS_EMAIL
21-171-HAS_EMAIL-1905229656,customer-21,email-171,HAS_EMAIL
22-156-HAS_EMAIL-1466060694,customer-22,email-156,HAS_EMAIL
23-161-HAS_EMAIL-2081034684,customer-23,email-161,HAS_EMAIL
24-175-HAS_EMAIL-1994771761,customer-24,email-175,HAS_EMAIL
25-155-HAS_EMAIL-901259380,customer-25,email-155,HAS_EMAIL
26-191-HAS_EMAIL-240149995,customer-26,email-191,HAS_EMAIL
27-155-HAS_EMAIL-1395680028,customer-27,email-155,HAS_EMAIL
28-199-HAS_EMAIL-185643669,customer-28,email-199,HAS_EMAIL
29-197-HAS_EMAIL-122948713,customer-29,email-197,HAS_EMAIL
30-161-HAS_EMAIL-1334739744,customer-30,email-161,HAS_EMAIL
31-198-HAS_EMAIL-1163895979,customer-31,email-198,HAS_EMAIL
32-152-HAS_EMAIL-1777677662,customer-32,email-152,HAS_EMAIL
33-171-HAS_EMAIL-2009298143,customer-33,email-171,HAS_EMAIL
34-188-HAS_EMAIL-352519755,customer-34,email-188,HAS_EMAIL
35-169-HAS_EMAIL-367817680,customer-35,email-169,HAS_EMAIL
36-163-HAS_EMAIL-1062993244,customer-36,email-163,HAS_EMAIL
37-200-HAS_EMAIL-313958200,customer-37,email-200,HAS_EMAIL
38-180-HAS_EMAIL-1124838806,customer-38,email-180,HAS_EMAIL
39-169-HAS_EMAIL-1527047309,customer-39,email-169,HAS_EMAIL
40-188-HAS_EMAIL-138826046,customer-40,email-188,HAS_EMAIL
41-198-HAS_EMAIL-760061885,customer-41,email-198,HAS_EMAIL
42-163-HAS_EMAIL-1373635351,customer-42,email-163,HAS_EMAIL
43-171-HAS_EMAIL-1724115389,customer-43,email-171,HAS_EMAIL
44-163-HAS_EMAIL-558732096,customer-44,email-163,HAS_EMAIL
45-175-HAS_EMAIL-518020458,customer-45,email-175,HAS_EMAIL
46-199-HAS_EMAIL-1482323423,customer-46,email-199,HAS_EMAIL
47-157-HAS_EMAIL-1428211436,customer-47,email-157,HAS_EMAIL
48-157-HAS_EMAIL-1457035009,customer-48,email-157,HAS_EMAIL
49-163-HAS_EMAIL-1281804370,customer-49,email-163,HAS_EMAIL
50-178-HAS_EMAIL-502448399,customer-50,email-178,HAS_EMAIL
51-183-HAS_EMAIL-999130579,customer-51,email-183,HAS_EMAIL
52-156-HAS_EMAIL-563561074,customer-52,email-156,HAS_EMAIL
53-155-HAS_EMAIL-919456944,customer-53,email-155,HAS_EMAIL
54-169-HAS_EMAIL-1081893667,customer-54,email-169,HAS_EMAIL
55-200-HAS_EMAIL-118294894,customer-55,email-200,HAS_EMAIL
56-164-HAS_EMAIL-856296426,customer-56,email-164,HAS_EMAIL
57-183-HAS_EMAIL-1619274892,customer-57,email-183,HAS_EMAIL
58-175-HAS_EMAIL-291899218,customer-58,email-175,HAS_EMAIL
59-162-HAS_EMAIL-1262024892,customer-59,email-162,HAS_EMAIL
60-186-HAS_EMAIL-459409239,customer-60,email-186,HAS_EMAIL
61-171-HAS_EMAIL-1070795271,customer-61,email-171,HAS_EMAIL
62-163-HAS_EMAIL-2044912398,customer-62,email-163,HAS_EMAIL
63-177-HAS_EMAIL-28924690,customer-63,email-177,HAS_EMAIL
64-198-HAS_EMAIL-1960793232,customer-64,email-198,HAS_EMAIL
65-163-HAS_EMAIL-1556646979,customer-65,email-163,HAS_EMAIL
66-164-HAS_EMAIL-2075470246,customer-66,email-164,HAS_EMAIL
67-156-HAS_EMAIL-1504927773,customer-67,email-156,HAS_EMAIL
68-155-HAS_EMAIL-1679745222,customer-68,email-155,HAS_EMAIL
69-188-HAS_EMAIL-2134354161,customer-69,email-188,HAS_EMAIL
70-182-HAS_EMAIL-224450571,customer-70,email-182,HAS_EMAIL
71-183-HAS_EMAIL-793931122,customer-71,email-183,HAS_EMAIL
72-176-HAS_EMAIL-900042008,customer-72,email-176,HAS_EMAIL
73-175-HAS_EMAIL-1916189816,customer-73,email-175,HAS_EMAIL
74-152-HAS_EMAIL-1182808752,customer-74,email-152,HAS_EMAIL
75-168-HAS_EMAIL-1147546579,customer-75,email-168,HAS_EMAIL
76-152-HAS_EMAIL-1988488261,customer-76,email-152,HAS_EMAIL
77-193-HAS_EMAIL-657930943,customer-77,email-193,HAS_EMAIL
